source_row,recipe,role,action,legacy_path,canonical_legacy_path,mapping_status,reference_label,dss_reference,dataset_name,snapshot_name,dss_subpath,upload_root
854,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/df_human_v2_global_lita_processed.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/df_human_v2_global_lita_processed.jsonl,mapped,,dss://df_human_v2_global_lita_processed@v1/df_human_v2_global_lita_processed.jsonl,df_human_v2_global_lita_processed,v1,df_human_v2_global_lita_processed.jsonl,
855,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/merged_drop3_lita_processed.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/merged_drop3_lita_processed.jsonl,mapped,,dss://merged_drop3_lita_processed@v1/merged_drop3_lita_processed.jsonl,merged_drop3_lita_processed,v1,merged_drop3_lita_processed.jsonl,
856,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/molmo2_video_askmodelanything.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/molmo2_video_askmodelanything.jsonl,mapped,,dss://molmo2_video_askmodelanything@v1/molmo2_video_askmodelanything.jsonl,molmo2_video_askmodelanything,v1,molmo2_video_askmodelanything.jsonl,
857,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/molmo2_videos,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/molmo2_videos,mapped,media_source,dss://molmo2_videos@v0,molmo2_videos,v0,,
858,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/molmo2_video_capqa.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/molmo2_video_capqa.jsonl,mapped,,dss://molmo2_video_capqa@v1/molmo2_video_capqa.jsonl,molmo2_video_capqa,v1,molmo2_video_capqa.jsonl,
859,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/molmo2_video_longcapqa.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/molmo2_video_longcapqa.jsonl,mapped,,dss://molmo2_video_longcapqa@v1/molmo2_video_longcapqa.jsonl,molmo2_video_longcapqa,v1,molmo2_video_longcapqa.jsonl,
860,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/molmo2_video_pointqa.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/molmo2_video_pointqa.jsonl,mapped,,dss://molmo2_video_pointqa@v1/molmo2_video_pointqa.jsonl,molmo2_video_pointqa,v1,molmo2_video_pointqa.jsonl,
861,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/short_video_ocr_vggsound.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/short_video_ocr_vggsound.jsonl,mapped,,dss://nano_v14_16k_short_video_ocr_vggsound@v0/short_video_ocr_vggsound.jsonl,nano_v14_16k_short_video_ocr_vggsound,v0,short_video_ocr_vggsound.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/short_video_ocr_vggsound.jsonl
862,v14_vlm_16k,auxiliary,reuse_dss_exact,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_audio/users/arushig/datasets/video_data/VGGSound/video,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_audio/users/arushig/datasets/video_data/VGGSound/video,mapped,,dss://vggsound_video_media@v0,vggsound_video_media,v0,,
863,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/short_video_qa_vggsound.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/short_video_qa_vggsound.jsonl,mapped,,dss://nano_v14_16k_short_video_qa_vggsound@v0/short_video_qa_vggsound.jsonl,nano_v14_16k_short_video_qa_vggsound,v0,short_video_qa_vggsound.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/short_video_qa_vggsound.jsonl
864,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_counting.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_counting.jsonl,mapped,,dss://nano_v14_16k_video_qa_miradata_counting@v0/video_qa_miradata_counting.jsonl,nano_v14_16k_video_qa_miradata_counting,v0,video_qa_miradata_counting.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_counting.jsonl
865,v14_vlm_16k,auxiliary,reuse_dss_exact,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/miradata_all_clips,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/miradata_all_clips,mapped,,dss://miradata_all_clips@v0,miradata_all_clips,v0,,
866,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_needle.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_needle.jsonl,mapped,,dss://nano_v14_16k_video_qa_miradata_needle@v0/video_qa_miradata_needle.jsonl,nano_v14_16k_video_qa_miradata_needle,v0,video_qa_miradata_needle.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_needle.jsonl
867,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/video_qa_miradata_ocr.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/video_qa_miradata_ocr.jsonl,mapped,,dss://nano_v14_16k_video_qa_miradata_ocr@v0/video_qa_miradata_ocr.jsonl,nano_v14_16k_video_qa_miradata_ocr,v0,video_qa_miradata_ocr.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/video_qa_miradata_ocr.jsonl
868,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_spatial_perception.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_spatial_perception.jsonl,mapped,,dss://nano_v14_16k_video_qa_miradata_spatial_perception@v0/video_qa_miradata_spatial_perception.jsonl,nano_v14_16k_video_qa_miradata_spatial_perception,v0,video_qa_miradata_spatial_perception.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_spatial_perception.jsonl
869,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_spatial_reasoning.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_spatial_reasoning.jsonl,mapped,,dss://nano_v14_16k_video_qa_miradata_spatial_reasoning@v0/video_qa_miradata_spatial_reasoning.jsonl,nano_v14_16k_video_qa_miradata_spatial_reasoning,v0,video_qa_miradata_spatial_reasoning.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_spatial_reasoning.jsonl
870,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_subscene.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_subscene.jsonl,mapped,,dss://nano_v14_16k_video_qa_miradata_subscene@v0/video_qa_miradata_subscene.jsonl,nano_v14_16k_video_qa_miradata_subscene,v0,video_qa_miradata_subscene.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_miradata_subscene.jsonl
871,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/video_qa_miradata_temporal.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/video_qa_miradata_temporal.jsonl,mapped,,dss://nano_v14_16k_video_qa_miradata_temporal@v0/video_qa_miradata_temporal.jsonl,nano_v14_16k_video_qa_miradata_temporal,v0,video_qa_miradata_temporal.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/video_qa_miradata_temporal.jsonl
872,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/video_qa_omni_data.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/video_qa_omni_data.jsonl,mapped,,dss://nano_v14_16k_video_qa_omni_data@v0/video_qa_omni_data.jsonl,nano_v14_16k_video_qa_omni_data,v0,video_qa_omni_data.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/video_qa_omni_data.jsonl
873,v14_vlm_16k,auxiliary,reuse_dss_exact,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_audio/users/sreyang/video_data/omni_video_data/data,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_audio/users/sreyang/video_data/omni_video_data/data,mapped,,dss://omni_video_qa_source_videos@v0,omni_video_qa_source_videos,v0,,
874,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_omni_data_counting.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_omni_data_counting.jsonl,mapped,,dss://nano_v14_16k_video_qa_omni_data_counting@v0/video_qa_omni_data_counting.jsonl,nano_v14_16k_video_qa_omni_data_counting,v0,video_qa_omni_data_counting.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_omni_data_counting.jsonl
875,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/video_qa_omni_data_ocr.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/video_qa_omni_data_ocr.jsonl,mapped,,dss://nano_v14_16k_video_qa_omni_data_ocr@v0/video_qa_omni_data_ocr.jsonl,nano_v14_16k_video_qa_omni_data_ocr,v0,video_qa_omni_data_ocr.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/short/filtered_0207/video_qa_omni_data_ocr.jsonl
876,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_omni_data_spatial_perception.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_omni_data_spatial_perception.jsonl,mapped,,dss://nano_v14_16k_video_qa_omni_data_spatial_perception@v0/video_qa_omni_data_spatial_perception.jsonl,nano_v14_16k_video_qa_omni_data_spatial_perception,v0,video_qa_omni_data_spatial_perception.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_omni_data_spatial_perception.jsonl
877,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_omni_data_spatial_reasoning.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_omni_data_spatial_reasoning.jsonl,mapped,,dss://nano_v14_16k_video_qa_omni_data_spatial_reasoning@v0/video_qa_omni_data_spatial_reasoning.jsonl,nano_v14_16k_video_qa_omni_data_spatial_reasoning,v0,video_qa_omni_data_spatial_reasoning.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/filtered_0207/video_qa_omni_data_spatial_reasoning.jsonl
878,v14_vlm_16k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/text_questions/videomme_text_questions_safetyfix0323.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/text_questions/videomme_text_questions_safetyfix0323.jsonl,mapped,,dss://nano_v14_16k_videomme_text_questions_safetyfix0323@v0/videomme_text_questions_safetyfix0323.jsonl,nano_v14_16k_videomme_text_questions_safetyfix0323,v0,videomme_text_questions_safetyfix0323.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short_16k_video_0610/text_questions/videomme_text_questions_safetyfix0323.jsonl
879,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/fgqa_plm_human_relative.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/fgqa_plm_human_relative.jsonl,mapped,,dss://fgqa_plm_human_relative@v1/fgqa_plm_human_relative.jsonl,fgqa_plm_human_relative,v1,fgqa_plm_human_relative.jsonl,
880,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/PLM_video_data/fgqa_videos,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/PLM_video_data/fgqa_videos,mapped,media_source,dss://fgqa_videos@v0,fgqa_videos,v0,,
881,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/PLM_video_data/plm_rtloc_train.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/PLM_video_data/plm_rtloc_train.jsonl,mapped,,dss://plm_rtloc_train@v1/plm_rtloc_train.jsonl,plm_rtloc_train,v1,plm_rtloc_train.jsonl,
882,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/PLM_video_data/SA-V,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/PLM_video_data/SA-V,mapped,media_source,dss://SA-V@v0,SA-V,v0,,
883,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/PLM_video_data/plm_rcap_train.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/PLM_video_data/plm_rcap_train.jsonl,mapped,,dss://plm_rcap_train@v1/plm_rcap_train.jsonl,plm_rcap_train,v1,plm_rcap_train.jsonl,
884,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/video_qa_v1_and_v2_final/HC-STVG_open_30s.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/video_qa_v1_and_v2_final/HC-STVG_open_30s.jsonl,mapped,,dss://HC-STVG_open_30s@v1/HC-STVG_open_30s.jsonl,HC-STVG_open_30s,v1,HC-STVG_open_30s.jsonl,
885,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/videos/HC-STVG_30s,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/videos/HC-STVG_30s,mapped,media_source,dss://HC-STVG_30s@v0,HC-STVG_30s,v0,,
886,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/video_qa_v1_and_v2_final/crosstask_open_30s_corrected_energon.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/video_qa_v1_and_v2_final/crosstask_open_30s_corrected_energon.jsonl,mapped,,dss://crosstask_open_30s_corrected_energon@v1/crosstask_open_30s_corrected_energon.jsonl,crosstask_open_30s_corrected_energon,v1,crosstask_open_30s_corrected_energon.jsonl,
887,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/videos/crosstask_30s,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/videos/crosstask_30s,mapped,media_source,dss://crosstask_30s@v0,crosstask_30s,v0,,
888,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/video_qa_v1_and_v2_final/crosstask_open_30s.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/video_qa_v1_and_v2_final/crosstask_open_30s.jsonl,mapped,,dss://crosstask_open_30s@v1/crosstask_open_30s.jsonl,crosstask_open_30s,v1,crosstask_open_30s.jsonl,
889,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/video_qa_v1_and_v2_final/tapos_mcq_30s.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/video_qa_v1_and_v2_final/tapos_mcq_30s.jsonl,mapped,,dss://tapos_mcq_30s@v1/tapos_mcq_30s.jsonl,tapos_mcq_30s,v1,tapos_mcq_30s.jsonl,
